,ASM_MD_FileSize,ASM_MD_NumLines,ASM_SYMBOLS_*,ASM_SYMBOLS_-,ASM_SYMBOLS_+,ASM_SYMBOLS_left_bracket,ASM_SYMBOLS_right_bracket,ASM_SYMBOLS_@,ASM_SYMBOLS_?,ASM_1GRAM_OPCODES_add,ASM_1GRAM_OPCODES_al,ASM_1GRAM_OPCODES_bt,ASM_1GRAM_OPCODES_call,ASM_1GRAM_OPCODES_const,ASM_1GRAM_OPCODES_db,ASM_1GRAM_OPCODES_dd,ASM_1GRAM_OPCODES_dw,ASM_1GRAM_OPCODES_ends,ASM_1GRAM_OPCODES_in,ASM_1GRAM_OPCODES_int,ASM_1GRAM_OPCODES_jb,ASM_1GRAM_OPCODES_jg,ASM_1GRAM_OPCODES_jl,ASM_1GRAM_OPCODES_jo,ASM_1GRAM_OPCODES_jz,ASM_1GRAM_OPCODES_not,ASM_1GRAM_OPCODES_or,ASM_1GRAM_OPCODES_out,ASM_1GRAM_OPCODES_proc,ASM_1GRAM_OPCODES_test,ASM_1GRAM_OPCODES_wait,ASM_REG_rax,ASM_REG_ah,ASM_REG_al,ASM_REG_ch,ASM_REG_cl,ASM_REG_rdx,ASM_REG_dx,ASM_REG_dh,ASM_REG_bx,ASM_REG_bh,ASM_REG_bl,ASM_REG_sp,ASM_REG_bp,ASM_REG_si,ASM_REG_di,ASM_REG_cs,ASM_REG_ds,ASM_REG_es,ASM_REG_fs,ASM_REG_gs,ASM_MISC_Virtual,ASM_MISC_Offset,ASM_MISC_loc,ASM_MISC_Import,ASM_MISC_var,ASM_MISC_UINT,ASM_MISC_LONG,ASM_MISC_BOOL,ASM_MISC_WORD,ASM_MISC_large,ASM_MISC_short,ASM_MISC_dd,ASM_MISC_db,ASM_MISC_dw,ASM_MISC_ptr,ASM_MISC_DATA,ASM_MISC_FUNCTION,ASM_MISC_byte,ASM_MISC_word,ASM_MISC_char,ASM_MISC_arg,ASM_MISC_asc,ASM_MISC_align,ASM_MISC_unk,ASM_MISC_cookie,ASM_MISC_off,ASM_MISC_dll,ASM_MISC_DLL,ASM_MISC_void,ASM_MISC_HRESULT,ASM_MISC_HDC,ASM_MISC_HANDLE,ASM_MISC_int,ASM_MISC_entry,ASM_MISC_rva,ASM_MISC_config,ASM_MISC_exe,ASM_MISC_Software,ASM_MISC_CurrentVersion,ASM_MISC_case,ASM_MISC_microsoft,ASM_MISC_proc,ASM_MISC_search,ASM_MISC_assume,ASM_SECTION_Num_Sections,ASM_SECTION_Unknown_Sections,ASM_SECTION_Unknown_Sections_lines,ASM_SECTION_Unknown_Sections_por,ASM_SECTION_Unknown_Sections_lines_por,ASM_DD_db_por,ASM_DD_dd_por,ASM_DD_dw_por,ASM_DD_dc_por,ASM_DD_dbN0_por,NtQueryPerformanceCounter,NtCreateThreadEx,NtClose,NtSetInformationProcess,NtAllocateVirtualMemory,NtSetEvent,NtWaitForWorkViaWorkerFactory,NtResumeThread,NtClearEvent,NtWaitForMultipleObjects,NtReleaseWorkerFactoryWorker,NtRemoveIoCompletionEx,NtAssociateWaitCompletionPacket,NtPulseEvent,NtCancelTimer,NtSetTimerEx,NtSetIoCompletionEx,NtQueryInformationThread,NtWaitForSingleObject,NtQueryInformationToken,NtOpenKey,NtCallbackReturn,NtCreateEvent,NtWriteFile,NtUnlockFile,NtAlpcSendWaitReceivePort,NtLockFile,NtSetInformationThread,NtUpdateWnfStateData,NtReleaseMutant,NtQueryKey,NtOpenKeyEx,NtQueryValueKey,NtAllocateVirtualMemoryEx,NtReleaseSemaphore,NtAlpcQueryInformation,NtTraceControl,NtSetTimer2,NtWaitForAlertByThreadId,NtAlertThreadByThreadId,NtDelayExecution,NtQuerySystemInformation,NtManagePartition,NtSetInformationKey,NtOpenThreadToken,NtOpenThreadTokenEx,NtSetInformationWorkerFactory,NtContinue,NtContinueEx,NtWorkerFactoryWorkerReady,NtOpenProcess,NtQueryInformationProcess,NtQueryAttributesFile,NtFreeVirtualMemory,NtTerminateThread,NtOpenDirectoryObject,NtQuerySecurityObject,NtOpenProcessToken,NtOpenProcessTokenEx,NtOpenFile,NtDeviceIoControlFile,NtQuerySecurityAttributesToken,NtCreateFile,NtQuerySystemInformationEx,NtCreateKey,NtSetValueKey,NtAlpcImpersonateClientOfPort,NtAlpcQueryInformationMessage,NtPrivilegeCheck,NtAccessCheck,NtAccessCheckByType,NtDeleteWnfStateName,NtQueryInformationFile,NtCreateSection,NtMapViewOfSection,NtUnmapViewOfSectionEx,NtFsControlFile,NtSetSystemInformation,NtQueryLicenseValue,NtCreateTimer,NtAlpcCreateSecurityContext,NtAlpcDeleteSecurityContext,NtSetInformationFile,NtReadFile,NtAlpcCreatePortSection,NtAlpcCreateSectionView,NtAlpcDeletePortSection,NtProtectVirtualMemory,NtTraceEvent,NtCancelWaitCompletionPacket,NtCreateWaitCompletionPacket,NtTestAlert,NtAlpcDisconnectPort,NtRemoveIoCompletion,NtReplyWaitReceivePort,NtReplyWaitReceivePortEx,NtQueryObject,NtSetInformationObject,NtUnmapViewOfSection,NtQueryWnfStateData,NtSubscribeWnfStateChange,NtSetIoCompletion,NtCancelIoFile,NtTerminateProcess,NtDuplicateToken,NtAlpcDeleteSectionView,NtDuplicateObject,NtQueryInformationJobObject,NtSetInformationJobObject,NtUnsubscribeWnfStateChange,NtEnumerateKey,NtCreateIoCompletion,NtPowerInformation,NtQueryDirectoryObject,NtQueryVirtualMemory,NtUnlockVirtualMemory,NtSetInformationVirtualMemory,NtWaitForMultipleObjects32,NtOpenEvent,NtQueryDirectoryFileEx,NtFlushBuffersFile,NtFlushBuffersFileEx,NtQueryVolumeInformationFile,NtSetSecurityObject,NtOpenSymbolicLinkObject,NtQuerySymbolicLinkObject,NtAlpcSetInformation,NtEnumerateValueKey,NtQueryInstallUILanguage,NtIsProcessInJob,NtQueryWnfStateNameInformation,NtGetCompleteWnfStateSubscription,NtCreateUserProcess,NtCreateWnfStateName,NtApphelpCacheControl,NtAlpcOpenSenderThread,NtOpenThread,NtWriteVirtualMemory,NtReadVirtualMemory,NtImpersonateThread,NtQueryDebugFilterState,NtPlugPlayControl,NtResetEvent,NtCreateWorkerFactory,NtCreateTimer2,NtOpenSection,NtConnectPort,NtSecureConnectPort,NtAlpcAcceptConnectPort,NtInitializeNlsFiles,NtQueryDefaultLocale,NtCreateMutant,NtSetWnfProcessNotificationEvent,NtNotifyChangeKey,NtNotifyChangeMultipleKeys,NtGetMUIRegistryInfo,NtAlpcConnectPort,NtAlpcOpenSenderProcess,NtAlpcConnectPortEx,NtAccessCheckByTypeAndAuditAlarm,NtCloseObjectAuditAlarm,NtImpersonateAnonymousToken,NtCreateSemaphore,NtOpenSemaphore,NtAlpcCreatePort,NtAdjustPrivilegesToken,NtQueryMultipleValueKey,NtAccessCheckAndAuditAlarm,NtFindAtom,NtAssignProcessToJobObject,NtCancelIoFileEx,NtDeleteValueKey,NtRegisterThreadTerminatePort,NtQuerySection,NtOpenMutant,NtIsUILanguageComitted,ArbPreprocessEntry,NtCreatePrivateNamespace,NtQueryFullAttributesFile,NtAllocateLocallyUniqueId,NtCreateTokenEx,NtSetInformationToken,NtCreateJobObject,NtCompareObjects,NtAlpcCreateResourceReserve,NtAdjustGroupsToken,NtMapViewOfSectionEx,NtAddAtomEx,NtCreateProcessEx,NtQueryEvent,NtQueryMutant,NtQuerySemaphore,NtGetNextThread,NtSuspendThread,NtAcceptConnectPort,NtRequestWaitReplyPort,NtReplyPort,NtSuspendProcess,NtLoadKeyEx,NtDeleteKey,NtQueueApcThread,NtQueueApcThreadEx,NtShutdownWorkerFactory,NtQueryDirectoryFile,NtResumeProcess,NtAllocateReserveObject,NtRaiseHardError,NtFlushProcessWriteBuffers,NtGetCachedSigningLevel,NtCompareSigningLevels,NtPrivilegedServiceAuditAlarm,NtDeleteAtom,NtQueryInformationAtom,NtGetContextThread,NtCreateSymbolicLinkObject,NtCancelTimer2,NtSetThreadExecutionState,NtMakeTemporaryObject,NtLockVirtualMemory,NtAcquireProcessActivityReference,NtSetTimerResolution,NtNotifyChangeDirectoryFile,NtNotifyChangeDirectoryFileEx,NtTerminateJobObject,NtRaiseException,NtExtendSection,NtCreateNamedPipeFile,NtQueryTimerResolution,NtWriteFileGather,NtOpenPrivateNamespace,NtFlushKey,NtFilterToken,NtReadFileScatter,NtAlpcCancelMessage,NtGetWriteWatch,NtYieldExecution,NtSetContextThread,NtGetNlsSectionPtr,NtQueryDefaultUILanguage,NtDeleteObjectAuditAlarm,NtCreateTransactionManager,NtCreateResourceManager,NtRecoverTransactionManager,NtRecoverResourceManager,NtUnloadKeyEx,NtFlushVirtualMemory,NtSetIRTimer,NtOpenObjectAuditAlarm,NtResetWriteWatch,NtQuerySystemEnvironmentValueEx,NtCreateDirectoryObjectEx,NtCreateLowBoxToken,NtCompareTokens,NtOpenSession,NtAreMappedFilesTheSame,NtSetCachedSigningLevel,NtSetCachedSigningLevel2,NtCreateTransaction,NtOpenKeyTransactedEx,Classification
pcaui.exe,39424,197,17,20,32,39,63,119,16,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,25,25,26,1,1,0,0,0,0,0,5916,55,26058,253,587,7325,12733,49,8298,1335,605,1230,574,230,460,674,143,2112,101656,7200,439,136,1408,95,0,20644,0,31841,77,37,15704,16227,10191,390,8,8041,6806,500,7866,7809,445,593,28,65,4843,4854,23458,56,56,40,134,806,111,372,169,126,253,164,172,153,427,474,165,21,57,114,3915,71,1,587,55,3,117,198,117,107,53,2,60,53,239,213,736,720,207,213,207,870,334,10,34,46,4,298,7,7,17,18,89,38,29,16,3,3,46,6,240,186,12,5,6657,14,14,200,969,28,62,1,15,40,1,1,31,1,3,3,19,346,2,7,4,10,2,2,62,2,2,24,20,5,31,8,4,4,8,61,2,2,17,2,4,21,2,9,9,4,60,3,7,8,10,2,15,6,2,39,3,10,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UserAccountControlSettings.exe,67072,191,19,27,19,34,40,63,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,39,39,40,1,1,0,0,0,0,0,5455,90,29761,398,1069,5405,11749,78,7893,1873,321,12528,1540,61,122,499,10545,1636,92523,9222,1093,885,1612,134,28,19962,28,32190,91,149,19081,18455,11932,460,49,7505,7230,336,7973,7917,138,551,32,117,5206,5246,22144,94,97,60,312,1146,263,489,180,173,362,352,384,337,473,645,225,49,308,127,4026,80,15,649,88,4,275,457,338,150,69,5,74,61,253,220,829,720,191,197,192,2484,334,14,117,73,6,307,345,345,38,20,113,109,71,16,3,5,91,12,298,180,12,7,6927,34,15,200,2955,29,198,1,37,60,1,1,69,4,8,8,27,893,2,6,4,26,5,5,205,8,10,41,34,9,62,16,8,11,22,218,8,8,49,5,11,128,5,46,46,10,74,16,26,23,30,6,55,28,7,48,3,14,70,1,1,1,2,0,6,0,9,0,25,1,0,4,0,0,1,0,0,19,0,0,0,0,0,0,3,6,6,0,2,2,3,3,0,4,0,4,0,0,12,30,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TfsAdmin.exe,35272,360,83,53,66,26,30,33,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,41,41,45,1,1,0,0,0,0,0,7940,162,44320,1306,2354,7110,9788,159,9120,2239,1141,3635,1662,279,566,807,1381,3965,53770,11717,2647,990,2708,6795,93,16725,93,26513,172,334,24211,29859,24290,1326,74,7537,8527,665,7967,7916,461,28337,42,1113,6390,6479,15709,170,213,110,430,2071,1142,1085,180,262,802,509,674,1639,2763,1134,2061,127,390,250,4951,243,61,1557,180,13,1158,1048,2318,1964,376,15,391,57,363,313,1697,728,94,104,93,7250,872,31,173,134,22,319,168,168,966,50,1755,202,106,19,3,14,246,17,825,344,66,16,6976,58,44,200,7365,28,553,1,112,510,8,8,274,39,147,111,42,749,2,31,40,154,9,16,571,6,27,89,15135,21,174,1087,8,25,50,570,10,10,116,9,178,150,10,45,45,20,108,28,54,91,235,9,132,48,9,57,5,165,87,8,1,4,3,6,4,0,3,2,33,26,4,19,6,3,9,6,0,9,1,147,16,4,7,7,1,2,2,1,54,3,7,7,4,22,2,2,0,0,0,0,0,0,0,18,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gcc-nm.exe,59904,253,25,42,26,74,50,81,27,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,32,32,33,1,1,0,0,0,0,0,6461,65,27346,354,679,6880,12378,58,8874,1779,796,2937,961,285,570,860,1142,3043,96602,7642,523,432,1394,217,46,20072,46,31571,92,89,17701,18009,11146,493,41,7501,6940,538,8107,8054,340,493,29,84,4976,4996,22332,66,66,45,215,947,169,418,172,131,289,204,225,246,719,509,180,44,66,126,3960,79,17,606,63,4,66,87,157,114,62,4,69,59,240,214,664,733,194,200,194,1176,334,10,51,52,6,297,121,121,18,13,93,58,39,17,3,6,59,8,251,192,12,5,6664,21,19,200,1444,28,86,1,20,51,1,1,26,1,4,4,19,481,2,8,4,18,2,2,87,2,8,26,32,5,31,0,0,5,10,92,2,2,23,2,5,30,2,10,10,4,60,5,13,9,11,2,25,19,3,44,3,10,59,1,1,1,1,0,4,0,0,0,0,135,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python.exe,26624,126,13,21,17,13,16,20,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,16,16,16,1,1,0,0,0,0,0,6436,63,27285,351,650,6316,11817,57,8797,1768,756,2937,977,277,555,834,1146,2972,91573,7639,487,434,1358,153,46,19101,46,30514,92,89,17718,18042,11059,483,41,7074,6933,532,8163,8107,243,412,28,96,4976,4995,21287,63,63,44,214,922,179,400,172,131,273,202,222,235,454,507,178,46,66,126,3960,79,17,605,63,4,64,87,150,114,60,4,78,61,240,214,633,705,183,189,183,1129,335,10,51,50,6,307,128,128,31,14,93,60,39,19,3,5,58,8,251,186,12,5,6666,19,19,200,986,28,77,1,20,51,1,1,20,1,4,4,19,482,3,7,4,20,2,2,78,2,8,26,32,5,31,0,0,5,10,84,2,2,23,2,4,30,2,10,10,4,60,5,13,9,11,2,25,19,3,44,3,10,60,1,1,1,3,1,4,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
file-raw.exe,59960,442,81,56,53,57,42,78,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,47,47,54,1,1,0,0,0,0,0,5856,56,25641,254,589,7610,13389,49,8290,1328,603,1210,562,228,457,654,143,2100,107389,7200,379,134,1285,95,0,21566,0,33143,78,37,15704,16223,10159,417,8,8278,6806,503,7947,7889,474,621,28,65,4843,4854,24764,57,57,41,134,832,109,376,174,126,253,164,172,153,429,474,157,21,57,114,3915,71,1,587,55,3,48,69,117,107,53,2,60,32,239,213,667,734,221,227,221,875,334,10,34,45,4,305,7,7,17,18,89,38,29,18,3,3,46,6,239,186,12,5,6657,12,14,200,969,28,62,1,15,40,1,1,17,1,3,3,19,346,2,7,4,12,2,2,62,2,2,24,20,5,31,0,0,4,8,60,2,2,17,2,4,21,2,9,9,4,60,3,7,8,10,2,15,6,2,39,3,10,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tee.exe,21504,111,6,28,4,27,42,53,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,20,27,1,1,0,0,0,0,0,6342,67,27316,356,656,6609,12383,60,8775,1744,754,2908,962,274,548,820,1150,2940,96774,7641,485,431,1374,151,46,20123,46,31628,92,89,17718,18042,11154,470,41,7511,6933,540,8184,8132,336,503,28,97,4976,4995,22415,65,65,45,221,948,190,411,174,131,273,204,224,234,445,507,180,46,66,126,3961,79,17,606,63,4,66,87,150,114,62,4,78,54,240,214,657,727,194,200,194,1134,335,10,50,55,6,294,121,121,34,16,93,60,39,17,3,5,58,8,253,204,12,5,6666,20,19,200,986,28,77,1,20,51,1,1,20,1,4,4,19,482,3,10,4,20,2,2,79,2,8,26,32,5,31,0,0,5,10,86,2,2,23,2,4,30,2,10,10,4,60,5,13,9,11,2,25,19,3,44,3,10,62,1,1,1,1,1,4,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PdbDownloader.exe,36320,645,106,85,83,29,31,37,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,61,61,72,1,1,0,0,0,0,0,7879,161,44037,1309,2378,7039,9195,158,9166,2333,1186,3662,1713,279,572,813,1389,4035,49125,11758,2566,995,2451,6830,93,15333,93,25091,189,359,24231,29898,24278,1346,74,6814,8546,683,8281,8237,440,28402,43,1114,6469,6558,14341,169,215,108,440,2071,1155,1112,183,262,803,508,673,1790,2997,1158,2204,128,395,262,4884,266,67,1751,185,11,1015,787,2325,1966,412,15,391,58,363,310,1504,674,82,94,82,7302,877,30,169,134,21,299,168,168,1002,49,1759,206,109,14,3,12,246,17,855,404,66,18,7071,57,49,200,7533,28,558,1,134,512,6,6,315,38,187,143,42,751,2,41,46,208,9,16,576,6,27,89,15499,21,180,1079,0,26,52,576,10,10,118,9,178,155,10,46,46,20,109,28,55,62,164,9,132,48,9,57,5,144,87,8,1,4,3,6,4,0,3,2,33,26,4,19,6,3,9,5,0,9,1,147,16,4,7,7,1,2,2,1,54,3,8,8,4,23,2,2,0,0,0,0,0,0,0,18,4,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Mashup.Container.exe,26848,399,88,57,75,27,32,34,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,44,44,48,1,1,0,0,0,0,0,6543,142,36602,528,1974,5855,11446,140,8134,1722,538,3026,1432,81,170,528,1179,2299,78887,11393,1650,1465,1817,264,94,20047,94,31520,163,349,22701,27054,17590,1332,61,8415,7967,407,8364,8312,272,11988,46,472,5705,5762,20473,145,199,95,312,1325,452,1025,186,235,469,423,473,719,2335,1045,1208,77,347,256,4633,181,41,1006,185,6,853,779,525,186,273,9,230,90,277,232,1168,840,161,168,163,3731,579,13,114,128,6,311,389,389,773,27,138,180,96,20,3,5,111,24,382,473,78,13,6926,49,37,200,4101,28,325,8,81,70,3,3,195,13,80,68,30,1026,3,49,33,156,8,11,336,9,12,67,69,22,186,409,4,17,34,353,11,11,74,8,20,153,9,39,39,16,87,23,31,56,156,9,87,43,10,53,5,111,74,5,2,4,3,39,3,0,51,0,112,14,4,16,4,2,4,5,0,36,0,1,0,0,0,0,3,4,7,0,2,2,6,6,1,4,0,2,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perl5.24.0.exe,132096,339,102,107,81,90,86,100,102,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,99,99,100,1,1,0,0,0,0,0,6351,67,27261,358,681,7891,12793,58,8781,1737,759,2866,950,271,543,799,1113,2926,100239,7629,487,436,1387,153,46,20668,46,32472,92,90,17697,18012,11114,351,41,7624,6925,529,8225,8170,304,469,28,88,4976,4995,23247,66,66,44,218,964,178,413,173,130,265,202,222,226,446,507,174,46,66,126,3960,79,17,605,63,4,61,87,154,115,61,4,67,39,240,214,662,734,204,210,204,1170,335,10,49,55,6,298,129,129,24,15,94,60,39,15,3,5,58,8,252,192,12,5,6664,21,19,200,986,28,78,1,21,43,1,1,21,1,4,4,19,481,2,8,4,20,2,2,77,3,8,27,32,5,31,0,0,5,10,86,2,2,23,2,4,31,2,10,10,4,60,5,13,9,11,2,27,20,3,44,3,10,61,1,1,1,2,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
